"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.439731333E0,-7.180690765E-1,1.219968414E1,-5.107647705E1,5.251813424E1
6.449766333E0,-3.501110077E-1,1.217630005E1,-5.127182007E1,5.269899803E1
6.459801333E0,-1.648159027E-1,1.214164734E1,-5.118730164E1,5.260785695E1
6.469837333E0,-3.400497437E-1,1.200231171E1,-5.110047913E1,5.249219072E1
6.479872333E0,-3.474922180E-1,1.207833862E1,-5.098501587E1,5.239731728E1
6.489908333E0,-3.658962250E-1,1.229718018E1,-5.056367493E1,5.203882918E1
6.499943333E0,-5.827522278E-1,1.213029480E1,-5.082110596E1,5.225197090E1
6.509979333E0,-4.867572784E-1,1.225273132E1,-5.091839600E1,5.237412919E1
6.520014333E0,-2.021026611E-1,1.205570221E1,-5.081918335E1,5.222997413E1
6.530050333E0,-1.367950439E-1,1.184467316E1,-5.077532959E1,5.213874845E1
6.540085333E0,-2.091922760E-1,1.198097992E1,-5.082337952E1,5.221688948E1
6.550120333E0,-2.831764221E-1,1.202037811E1,-5.091079712E1,5.231136533E1
6.560156333E0,-3.070602417E-1,1.211206055E1,-5.054391479E1,5.197579840E1
6.570191333E0,-4.875316620E-1,1.207394409E1,-5.076113892E1,5.217960365E1
6.580227333E0,-2.210102081E-1,1.213684845E1,-5.066990662E1,5.210365987E1
6.590262333E0,-4.718055725E-1,1.209647369E1,-5.031918335E1,5.175487889E1
6.600298333E0,-3.133163452E-1,1.211980438E1,-5.072465515E1,5.215341279E1
6.610333333E0,-3.103218079E-1,1.224853516E1,-5.080769348E1,5.226418114E1
6.620369333E0,-3.660697937E-1,1.207950592E1,-5.072319031E1,5.214298136E1
6.630403958E0,-4.577045441E-1,1.221960449E1,-5.056071472E1,5.201840156E1
6.640439958E0,-4.853897095E-1,1.214552307E1,-5.077268982E1,5.220742634E1
6.650474958E0,-3.109817505E-1,1.214852905E1,-5.069660950E1,5.213280812E1
6.660509958E0,-2.789516449E-1,1.210949707E1,-5.058616638E1,5.201613175E1
6.670545958E0,-5.145168304E-1,1.207411194E1,-5.050579834E1,5.193153736E1
6.680580958E0,-6.407375336E-1,1.209497833E1,-5.079397583E1,5.221807183E1
6.690616958E0,-5.290336609E-1,1.186720276E1,-5.046138000E1,5.184072964E1
6.700651958E0,-5.310153961E-1,1.188553619E1,-5.067025757E1,5.204827519E1
6.710687958E0,-3.206920624E-1,1.195421600E1,-5.093202209E1,5.231708132E1
6.720722958E0,-5.763702393E-1,1.210244751E1,-5.101126099E1,5.243043187E1
6.730758958E0,-4.343776703E-1,1.232473755E1,-5.073667908E1,5.221396790E1
6.740793958E0,-6.718864441E-1,1.218499756E1,-5.048678589E1,5.194074649E1
6.750828958E0,-7.665233612E-1,1.228692627E1,-5.075666809E1,5.222830144E1
6.760864958E0,-7.692775726E-1,1.247093201E1,-5.066661072E1,5.218449362E1
6.770899958E0,-6.512527466E-1,1.247540283E1,-5.059103394E1,5.211057974E1
6.780935958E0,-6.618270874E-1,1.251081085E1,-5.075561523E1,5.227897169E1
6.790970958E0,-3.876247406E-1,1.266152954E1,-5.044856262E1,5.201463307E1
6.801006958E0,-3.850250244E-1,1.243559265E1,-5.085162354E1,5.235150261E1
6.811041958E0,-3.483181000E-1,1.242726898E1,-5.087854004E1,5.237541576E1
6.821077958E0,-2.537078857E-1,1.240154266E1,-5.074568176E1,5.223970564E1
6.831112958E0,-2.132015228E-1,1.238745880E1,-5.075111389E1,5.224146008E1
6.841147958E0,-1.470375061E-1,1.238481903E1,-5.046096802E1,5.195877843E1
6.851183958E0,-4.282436371E-1,1.241163635E1,-5.098562622E1,5.247633934E1
6.861218958E0,-4.033317566E-1,1.232151794E1,-5.053836060E1,5.202026886E1
6.871254958E0,-6.007633209E-1,1.245616150E1,-5.060481262E1,5.211874842E1
6.881289958E0,-4.754772186E-1,1.232206726E1,-5.040394592E1,5.189043442E1
6.891325958E0,-7.161350250E-1,1.230870819E1,-5.011276245E1,5.160722921E1
6.901360958E0,-7.358226776E-1,1.243708038E1,-5.032255554E1,5.184189425E1
6.911396958E0,-5.091228485E-1,1.253017426E1,-5.051112366E1,5.204457787E1
6.921431958E0,-4.041919708E-1,1.272911835E1,-5.049085999E1,5.207226485E1
6.931466958E0,-5.570945740E-1,1.285598755E1,-5.074168396E1,5.234792509E1
6.941502958E0,-4.411067963E-1,1.276310730E1,-5.062780762E1,5.221366093E1
6.951537958E0,-3.456993103E-1,1.288728333E1,-5.037501526E1,5.199849750E1
6.961573958E0,-3.818798065E-1,1.278524780E1,-5.074528503E1,5.233251711E1
6.971608958E0,-5.705566406E-1,1.272766113E1,-5.074223328E1,5.231723550E1
6.981644958E0,-4.852180481E-1,1.252634430E1,-5.053976440E1,5.207122549E1
6.991679958E0,-3.553504944E-1,1.274548340E1,-5.042376709E1,5.201086337E1
7.001715958E0,-4.972686768E-1,1.253680420E1,-5.078355408E1,5.231049704E1
7.011750958E0,-5.296039581E-1,1.249350739E1,-5.081791687E1,5.233382159E1
7.021785958E0,-8.396415710E-1,1.267027283E1,-5.105130005E1,5.260680610E1
7.031821958E0,-6.665420532E-1,1.249079895E1,-5.100996399E1,5.252124106E1
7.041856958E0,-9.866180420E-1,1.243718719E1,-5.089498901E1,5.240187923E1
7.051892958E0,-5.952281952E-1,1.249731445E1,-5.064408875E1,5.216666455E1
7.061927958E0,-5.746440887E-1,1.262618256E1,-5.047969055E1,5.203796556E1
7.071963958E0,-6.578865051E-1,1.255094910E1,-5.081510925E1,5.234629372E1
7.081998958E0,-8.491992950E-1,1.228172302E1,-5.082299805E1,5.229281968E1
7.092034958E0,-8.039875031E-1,1.238555145E1,-5.090206909E1,5.239340530E1
7.102069958E0,-4.300079346E-1,1.242262268E1,-5.090342712E1,5.239909688E1
7.112105958E0,-6.215209961E-1,1.245869446E1,-5.052983093E1,5.204679788E1
7.122140958E0,-3.424453735E-1,1.244038391E1,-5.015025330E1,5.167134918E1
7.132175958E0,-3.976669312E-1,1.241513062E1,-5.028237915E1,5.179393073E1
7.142211958E0,-4.222030640E-1,1.236841583E1,-5.058634949E1,5.207815972E1
7.152246958E0,-4.109134674E-1,1.256619263E1,-5.066737366E1,5.220403050E1
7.162282958E0,-5.218162537E-1,1.251098633E1,-5.040321350E1,5.193535407E1
7.172317958E0,-4.481391907E-1,1.225341034E1,-5.020246887E1,5.167818471E1
7.182353958E0,-4.677658081E-1,1.253949738E1,-5.023016357E1,5.177380739E1
7.192388958E0,-6.598072052E-1,1.254696655E1,-5.018960571E1,5.173836330E1
7.202424958E0,-7.842617035E-1,1.250076294E1,-5.032366943E1,5.185899966E1
7.212459958E0,-7.806243896E-1,1.234699249E1,-5.039237976E1,5.188881899E1
7.222494958E0,-7.282199860E-1,1.254076385E1,-5.066360474E1,5.219771937E1
7.232530958E0,-7.766056061E-1,1.237216949E1,-5.083355713E1,5.232326657E1
7.242565958E0,-8.050918579E-1,1.255672455E1,-5.098638916E1,5.251601074E1
7.252601958E0,-6.034374237E-1,1.249324799E1,-5.082221985E1,5.233873721E1
7.262636958E0,-7.314853668E-1,1.232093048E1,-5.051336670E1,5.199942898E1
7.272672958E0,-6.283473969E-1,1.240221405E1,-5.056570435E1,5.206822630E1
7.282707958E0,-5.727176666E-1,1.244371796E1,-5.032846069E1,5.184716075E1
7.292743958E0,-6.603698730E-1,1.260092163E1,-5.055490112E1,5.210582829E1
7.302778958E0,-7.353553772E-1,1.261649323E1,-5.042100525E1,5.198071199E1
7.312813958E0,-6.718139648E-1,1.250894165E1,-5.048219299E1,5.201323644E1
7.322849958E0,-6.058082581E-1,1.254592133E1,-5.051031494E1,5.204862209E1
7.332884958E0,-8.476200104E-1,1.242546082E1,-5.048303223E1,5.199660642E1
7.342920958E0,-7.943572998E-1,1.249887848E1,-5.034919739E1,5.188347178E1
7.352955958E0,-8.234615326E-1,1.251973724E1,-5.012402344E1,5.167049095E1
7.362991958E0,-8.075771332E-1,1.258728790E1,-5.007211304E1,5.163630991E1
7.373026958E0,-7.482147217E-1,1.259172821E1,-5.064295959E1,5.219023665E1
7.383062958E0,-9.997005463E-1,1.269982147E1,-5.123352051E1,5.279354591E1
7.393097958E0,-8.334922791E-1,1.291021729E1,-5.156175232E1,5.315997293E1
7.403132958E0,-9.823150635E-1,1.279333496E1,-5.083773804E1,5.243195563E1
7.413168958E0,-6.822376251E-1,1.276362610E1,-5.087916565E1,5.246012864E1
7.423203958E0,-7.651462555E-1,1.290853882E1,-5.077801514E1,5.239868934E1
7.433239958E0,-6.381454468E-1,1.280932617E1,-5.067561340E1,5.227335708E1
7.443274958E0,-6.022186279E-1,1.295101166E1,-5.026240540E1,5.190761761E1
7.453310958E0,-6.043720245E-1,1.294567108E1,-5.037979126E1,5.201998686E1
7.463345958E0,-6.012077332E-1,1.285089111E1,-5.064939880E1,5.225771189E1
7.473381958E0,-6.625175476E-1,1.278527832E1,-5.019912720E1,5.180593250E1
7.483416958E0,-7.234668732E-1,1.270884705E1,-5.007054138E1,5.166330721E1
7.493452958E0,-5.319137573E-1,1.273254395E1,-4.998889160E1,5.158769128E1
7.503487958E0,-5.754661560E-1,1.250929260E1,-5.026318359E1,5.179962536E1
7.513522958E0,-6.653862000E-1,1.257552338E1,-5.061154175E1,5.215471872E1
7.523558958E0,-7.892780304E-1,1.249205780E1,-5.029273987E1,5.182696356E1
7.533593958E0,-5.621719360E-1,1.269431305E1,-5.049247742E1,5.206680225E1
7.543629958E0,-4.860420227E-1,1.290807343E1,-5.018450928E1,5.182026214E1
7.553664958E0,-6.214103699E-1,1.265538788E1,-5.044813538E1,5.201499165E1
7.563700958E0,-5.474052429E-1,1.255199432E1,-5.030102539E1,5.184636313E1
7.573735958E0,-6.339302063E-1,1.248386383E1,-5.035688782E1,5.188511226E1
7.583771958E0,-3.994655609E-1,1.233625793E1,-5.026094055E1,5.175427497E1
7.593806958E0,-4.334564209E-1,1.233832550E1,-5.003796387E1,5.153852917E1
7.603841958E0,-8.931541443E-1,1.250039673E1,-5.019059753E1,5.173155443E1
7.613877958E0,-6.895771027E-1,1.234928131E1,-5.049913025E1,5.199175340E1
7.623912958E0,-5.050983429E-1,1.231182098E1,-5.052871704E1,5.200949246E1
7.633948958E0,-5.347919464E-1,1.241056824E1,-5.062286377E1,5.212468266E1
7.643983958E0,-7.487030029E-1,1.212960815E1,-5.043879700E1,5.188217606E1
7.654019958E0,-9.202289581E-1,1.238300323E1,-5.054804993E1,5.205084958E1
7.664054958E0,-4.555473328E-1,1.247151184E1,-5.077801514E1,5.228912843E1
7.674090958E0,-5.909881592E-1,1.260581970E1,-5.057579041E1,5.212644753E1
7.684125958E0,-7.082061768E-1,1.272371674E1,-5.042861938E1,5.201384601E1
7.694161958E0,-8.912048340E-1,1.261774445E1,-5.052000427E1,5.207948303E1
7.704196958E0,-5.969123840E-1,1.266482544E1,-5.073953247E1,5.229965835E1
7.714231958E0,-6.825695038E-1,1.274645233E1,-5.081556702E1,5.239427258E1
7.724267958E0,-6.221866608E-1,1.281292725E1,-5.063800049E1,5.223758526E1
7.734302958E0,-6.178588867E-1,1.277147675E1,-5.057870483E1,5.216989314E1
7.744338958E0,-8.035316467E-1,1.279994202E1,-5.049771118E1,5.210089263E1
7.754373958E0,-7.130050659E-1,1.234082031E1,-5.049224854E1,5.198337604E1
7.764409958E0,-8.001880646E-1,1.249955750E1,-5.079173279E1,5.231328090E1
7.774444958E0,-9.345760345E-1,1.235170746E1,-5.043617249E1,5.193501328E1
7.784480958E0,-9.633159637E-1,1.251453400E1,-5.073359680E1,5.226317426E1
7.794515958E0,-1.061214447E0,1.250302124E1,-5.058106995E1,5.211426247E1
7.804551958E0,-8.058300018E-1,1.270375061E1,-5.095411682E1,5.252005962E1
7.814586958E0,-8.280372620E-1,1.271612549E1,-5.111540222E1,5.267988077E1
7.824621958E0,-5.926876068E-1,1.274929047E1,-5.102578735E1,5.259778190E1
7.834657958E0,-6.116466522E-1,1.281401062E1,-5.112306213E1,5.270806828E1
7.844692958E0,-6.546916962E-1,1.273163605E1,-5.091500854E1,5.248677236E1
7.854728958E0,-4.911632538E-1,1.299046326E1,-5.103370667E1,5.266338949E1
7.864763958E0,-4.415435791E-1,1.285140228E1,-5.074401855E1,5.234796004E1
7.874799958E0,-6.723213196E-1,1.281716919E1,-5.039236450E1,5.200117539E1
7.884834958E0,-6.484813690E-1,1.292585754E1,-5.049411011E1,5.212632230E1
7.894870958E0,-4.403591156E-1,1.303899384E1,-5.052900696E1,5.218610754E1
7.904905958E0,-7.139568329E-1,1.312793732E1,-5.040904236E1,5.209533591E1
7.914940958E0,-9.168891907E-1,1.291269684E1,-5.076176453E1,5.238640247E1
7.924976958E0,-7.117347717E-1,1.282557678E1,-5.081166077E1,5.241017894E1
7.935011958E0,-6.406936646E-1,1.278083801E1,-5.071664429E1,5.230619769E1
7.945047958E0,-3.255348206E-1,1.306481934E1,-5.040312195E1,5.206985865E1
7.955082958E0,-4.475097656E-1,1.289020538E1,-5.023944092E1,5.186867150E1
7.965118958E0,-2.633152008E-1,1.283386993E1,-5.030961609E1,5.192143125E1
7.975153958E0,-5.706062317E-1,1.284061432E1,-5.053018188E1,5.213929659E1
7.985189958E0,-4.783668518E-1,1.282632446E1,-5.053601074E1,5.214050072E1
7.995224958E0,-5.419311523E-1,1.263864899E1,-5.052542114E1,5.208500090E1
8.005259958E0,-6.135864258E-1,1.273663330E1,-5.062738037E1,5.220852382E1
8.015295958E0,-7.284030914E-1,1.286096191E1,-5.053077698E1,5.214685354E1
8.025330958E0,-7.428951263E-1,1.282012939E1,-5.046710205E1,5.207529165E1
8.035366958E0,-7.626953125E-1,1.275773621E1,-5.043487549E1,5.202901309E1
8.045401958E0,-8.175392151E-1,1.279506683E1,-5.082388306E1,5.241611579E1
8.055437958E0,-6.295776367E-1,1.258975983E1,-5.070883179E1,5.225211997E1
8.065472958E0,-6.783313751E-1,1.256503296E1,-5.066464233E1,5.220389037E1
8.075508958E0,-6.318969727E-1,1.257154083E1,-5.050227356E1,5.204731086E1
8.085543958E0,-7.139434814E-1,1.265673065E1,-5.064540100E1,5.220784604E1
8.095579958E0,-5.291500092E-1,1.252194214E1,-5.041189575E1,5.194649428E1
8.105614958E0,-7.341613770E-1,1.267206573E1,-5.070710754E1,5.227170361E1
8.115649958E0,-6.621398926E-1,1.239768982E1,-5.111351013E1,5.259973441E1
8.125685958E0,-3.629245758E-1,1.271708679E1,-5.062542725E1,5.219952006E1
8.135720958E0,-4.019126892E-1,1.255290222E1,-5.115116882E1,5.267047522E1
8.145756958E0,-6.096706390E-1,1.276026917E1,-5.067524719E1,5.226066250E1
8.155791958E0,-5.051383972E-1,1.248100281E1,-5.059069824E1,5.210997356E1
8.165827958E0,-3.770446777E-1,1.251347351E1,-5.075984192E1,5.228088306E1
8.175862958E0,-5.884685516E-1,1.243961334E1,-5.087306213E1,5.237517280E1
8.185898958E0,-4.798259735E-1,1.243254089E1,-5.092332458E1,5.242121033E1
8.195933958E0,-7.032699585E-1,1.253356171E1,-5.053945923E1,5.207515431E1
8.205969958E0,-4.922389984E-1,1.250188446E1,-5.050886536E1,5.203541961E1
8.216004958E0,-5.264053345E-1,1.233235931E1,-5.065544128E1,5.213768235E1
8.226039958E0,-6.208362579E-1,1.266750336E1,-5.050036621E1,5.206859002E1
8.236075958E0,-8.804855347E-1,1.256957245E1,-5.082559204E1,5.236420736E1
8.246110958E0,-3.610019684E-1,1.239897919E1,-5.083905029E1,5.233043132E1
8.256146958E0,-7.383537292E-1,1.267034912E1,-5.050581360E1,5.207609932E1
8.266181958E0,-7.011241913E-1,1.282736969E1,-5.055538940E1,5.216205888E1
8.276217958E0,-5.465583801E-1,1.288131714E1,-5.055398560E1,5.217214311E1
8.286252958E0,-4.780597687E-1,1.283039093E1,-5.068038940E1,5.228144358E1
8.296288958E0,-5.830726624E-1,1.245590973E1,-5.061766052E1,5.213096218E1
8.306323958E0,-7.328720093E-1,1.256821442E1,-5.074826050E1,5.228654759E1
8.316359958E0,-6.111125946E-1,1.252371216E1,-5.022776794E1,5.176915585E1
8.326394958E0,-6.433181763E-1,1.255982971E1,-5.073455811E1,5.227005421E1
8.336429958E0,-8.803672791E-1,1.253080750E1,-5.077270508E1,5.230357315E1
8.346465958E0,-8.086986542E-1,1.255481720E1,-5.065805054E1,5.219689179E1
8.356500958E0,-7.168006897E-1,1.231822205E1,-5.060061646E1,5.208334459E1
8.366536958E0,-7.908649445E-1,1.247344971E1,-5.056912231E1,5.209077218E1
8.376571958E0,-9.341278076E-1,1.243297577E1,-5.051507568E1,5.203099415E1
8.386607958E0,-8.873443604E-1,1.270292664E1,-5.056439209E1,5.214316324E1
8.396642958E0,-9.889755249E-1,1.259970093E1,-5.054481506E1,5.210094880E1
8.406678958E0,-7.327194214E-1,1.244377136E1,-5.047605896E1,5.199246918E1
8.416713958E0,-7.777023315E-1,1.260710144E1,-5.053039551E1,5.208516773E1
8.426748958E0,-6.410541534E-1,1.245981598E1,-5.090318298E1,5.240984643E1
8.436784958E0,-7.303047180E-1,1.252709961E1,-5.090557861E1,5.242937634E1
8.446819958E0,-9.332447052E-1,1.236983490E1,-5.058155823E1,5.208049341E1
8.456855958E0,-7.091732025E-1,1.240163422E1,-5.049890137E1,5.200425461E1
8.466890958E0,-7.690238953E-1,1.249970245E1,-5.077185059E1,5.229354426E1
8.476926958E0,-9.653759003E-1,1.251558685E1,-5.091769409E1,5.244219138E1
8.486961958E0,-9.030933380E-1,1.238105774E1,-5.076283264E1,5.225869637E1
8.496997958E0,-6.877994537E-1,1.236373901E1,-5.058163452E1,5.207529992E1
8.507032958E0,-7.172470093E-1,1.211678314E1,-5.050965881E1,5.194763239E1
8.517068958E0,-5.958576202E-1,1.232797241E1,-5.041165161E1,5.190056424E1
8.527103958E0,-5.313682556E-1,1.235809326E1,-5.032720947E1,5.182502132E1
8.537138958E0,-9.299716949E-1,1.238713837E1,-5.041360474E1,5.192145594E1
8.547174958E0,-8.451061249E-1,1.241798401E1,-5.084092712E1,5.234233852E1
8.557209958E0,-9.335403442E-1,1.249086761E1,-5.094474792E1,5.246199207E1
8.567245958E0,-9.707393646E-1,1.219809723E1,-5.104495239E1,5.249117141E1
8.577280958E0,-1.021682739E0,1.226210022E1,-5.083941650E1,5.230725770E1
8.587316958E0,-9.078979492E-1,1.237435150E1,-5.064472961E1,5.214247301E1
8.597351958E0,-9.962329865E-1,1.235825348E1,-5.080073547E1,5.229181230E1
8.607387958E0,-9.884395599E-1,1.221227264E1,-5.108581543E1,5.253453297E1
8.617422958E0,-1.007169724E0,1.235899353E1,-5.094955444E1,5.243678299E1
8.627459083E0,-7.593479156E-1,1.248345184E1,-5.086531067E1,5.238027309E1
8.637494083E0,-6.847648621E-1,1.243894958E1,-5.094676208E1,5.244777342E1
8.647529083E0,-6.500034332E-1,1.219930267E1,-5.103276062E1,5.247464289E1
8.657565083E0,-9.085330963E-1,1.207174683E1,-5.089967346E1,5.231949218E1
8.667600083E0,-9.077968597E-1,1.225965881E1,-5.083233643E1,5.229770316E1
8.677636083E0,-7.708320618E-1,1.237229919E1,-5.081170654E1,5.230198363E1
8.687671083E0,-8.241558075E-1,1.274674225E1,-5.077281189E1,5.235491474E1
8.697707083E0,-8.329906464E-1,1.274734497E1,-5.115989685E1,5.273067156E1
8.707742083E0,-8.232898712E-1,1.271472168E1,-5.091755676E1,5.248751795E1
8.717778083E0,-6.457538605E-1,1.276470947E1,-5.084828186E1,5.242997782E1
8.727813083E0,-7.413463593E-1,1.282227325E1,-5.067658997E1,5.227883947E1
8.737849083E0,-6.475448608E-1,1.292630768E1,-5.058468628E1,5.221416695E1
8.747884083E0,-5.097599030E-1,1.292578125E1,-5.070204163E1,5.232621428E1
8.757919083E0,-6.160125732E-1,1.276377106E1,-5.072425842E1,5.230911695E1
8.767955083E0,-7.556095123E-1,1.284293365E1,-5.059445190E1,5.220450607E1
8.777990083E0,-5.865497589E-1,1.292337036E1,-5.094046021E1,5.255747357E1
8.788026083E0,-6.136112213E-1,1.265467834E1,-5.062167358E1,5.218305510E1
8.798061083E0,-5.525207520E-1,1.230730438E1,-5.052848816E1,5.200868327E1
8.808097083E0,-7.410430908E-1,1.252086639E1,-5.060295105E1,5.213424877E1
8.818132083E0,-5.634536743E-1,1.264723969E1,-5.064588928E1,5.220417850E1
8.828168083E0,-6.437931061E-1,1.258989716E1,-5.082415771E1,5.236425295E1
8.838203083E0,-7.046127319E-1,1.285981750E1,-5.074478149E1,5.235364585E1
8.848238083E0,-6.914443970E-1,1.265171051E1,-5.080915833E1,5.236520261E1
8.858274083E0,-6.651344299E-1,1.281908417E1,-5.074842834E1,5.234667422E1
8.868309083E0,-6.163845062E-1,1.258798218E1,-5.081108093E1,5.235077049E1
8.878345083E0,-7.890300751E-1,1.265602875E1,-5.079992676E1,5.235866873E1
8.888380083E0,-7.495613098E-1,1.268952942E1,-5.071714783E1,5.228589755E1
8.898416083E0,-8.395195007E-1,1.278569031E1,-5.084515381E1,5.243480080E1
8.908451083E0,-7.649135590E-1,1.272441101E1,-5.076403809E1,5.234007347E1
8.918487083E0,-8.271656036E-1,1.250842285E1,-5.080230713E1,5.232608580E1
8.928522083E0,-6.527957916E-1,1.249658203E1,-5.104618835E1,5.255762600E1
8.938558083E0,-6.843166351E-1,1.256748962E1,-5.104806519E1,5.257675384E1
8.948593083E0,-7.507610321E-1,1.259983063E1,-5.086862183E1,5.241122075E1
8.958628083E0,-7.394676208E-1,1.260482788E1,-5.099092102E1,5.253096729E1
8.968664083E0,-7.803325653E-1,1.260591125E1,-5.084455872E1,5.238976110E1
8.978699083E0,-9.675140381E-1,1.272555542E1,-5.084786987E1,5.242501039E1
8.988735083E0,-9.348888397E-1,1.271079254E1,-5.107469177E1,5.264088149E1
8.998770083E0,-7.039222717E-1,1.257568359E1,-5.077229309E1,5.231127097E1
9.008806083E0,-9.974651337E-1,1.255364227E1,-5.113555908E1,5.266340545E1
9.018841083E0,-8.857002258E-1,1.236293793E1,-5.103511047E1,5.251865573E1
9.028877083E0,-1.015382767E0,1.255587006E1,-5.102476501E1,5.255670766E1
9.038912083E0,-1.268537521E0,1.264063263E1,-5.129061890E1,5.284053716E1
9.048948083E0,-1.069444656E0,1.262335205E1,-5.104794312E1,5.259643738E1
9.058983083E0,-1.099355698E0,1.262247467E1,-5.111543274E1,5.266234816E1
9.069018083E0,-7.192039490E-1,1.251952362E1,-5.098431396E1,5.250386649E1
9.079054083E0,-5.315628052E-1,1.236104584E1,-5.131396484E1,5.278447690E1
9.089089083E0,-9.013824463E-1,1.242825317E1,-5.109011841E1,5.258777583E1
9.099125083E0,-8.787555695E-1,1.233786011E1,-5.138470459E1,5.285246323E1
9.109160083E0,-7.818889618E-1,1.247478485E1,-5.095135498E1,5.246210234E1
9.119196083E0,-6.038417816E-1,1.253314972E1,-5.101374817E1,5.253424568E1
9.129231083E0,-3.796043396E-1,1.263053131E1,-5.089430237E1,5.243953122E1
9.139267083E0,-7.952575684E-1,1.273351288E1,-5.101802063E1,5.258909786E1
9.149302083E0,-8.806991577E-1,1.280662537E1,-5.098942566E1,5.258047939E1
9.159338083E0,-8.432769775E-1,1.285635376E1,-5.091743469E1,5.252220582E1
9.169373083E0,-8.749256134E-1,1.304933929E1,-5.108547974E1,5.273307303E1
9.179408083E0,-5.307025909E-1,1.316864777E1,-5.090682983E1,5.258517142E1
9.189444083E0,-6.808967590E-1,1.307339478E1,-5.062117004E1,5.228651956E1
9.199479083E0,-7.710628510E-1,1.308538818E1,-5.063357544E1,5.230278084E1
9.209515083E0,-7.982864380E-1,1.321190643E1,-5.062799072E1,5.232958224E1
9.219550083E0,-4.983673096E-1,1.289256287E1,-5.089744568E1,5.250729972E1
9.229586083E0,-5.590515137E-1,1.291115570E1,-5.082067871E1,5.243807648E1
9.239621083E0,-7.089862823E-1,1.303289795E1,-5.088981628E1,5.253696310E1
9.249657083E0,-5.962142944E-1,1.299800873E1,-5.032287598E1,5.197783709E1
9.259692083E0,-6.906242371E-1,1.305075836E1,-5.069847107E1,5.235584231E1
9.269727083E0,-6.262359619E-1,1.291870880E1,-5.086427307E1,5.248294469E1
9.279763083E0,-5.942554474E-1,1.287800598E1,-5.098937988E1,5.259384982E1
9.289798083E0,-3.958702087E-1,1.294515228E1,-5.085820007E1,5.248133188E1
9.299834083E0,-4.221286774E-1,1.312423706E1,-5.079650879E1,5.246626627E1
9.309869083E0,-5.102825165E-1,1.311355591E1,-5.086363220E1,5.252937100E1
9.319905083E0,-6.084651947E-1,1.301362610E1,-5.057366943E1,5.222471383E1
9.329940083E0,-7.439861298E-1,1.299437714E1,-5.069490051E1,5.233908951E1
9.339976083E0,-6.094608307E-1,1.277825165E1,-5.082183838E1,5.240719811E1
9.350011083E0,-6.899833679E-1,1.306041718E1,-5.085696411E1,5.251172605E1
9.360047083E0,-7.640323639E-1,1.295854950E1,-5.066868591E1,5.230509997E1
9.370082083E0,-6.668205261E-1,1.288881683E1,-5.051092529E1,5.213367264E1
9.380118083E0,-3.937835693E-1,1.273602295E1,-5.070722961E1,5.228369231E1
9.390153083E0,-3.335742950E-1,1.288482666E1,-5.090185547E1,5.250837000E1
9.400188083E0,-7.779445648E-1,1.277764893E1,-5.130072021E1,5.287378750E1
9.410224083E0,-7.718200684E-1,1.261962128E1,-5.176065063E1,5.328241268E1
9.420259083E0,-8.081073761E-1,1.265890503E1,-5.154244995E1,5.308036418E1
9.430295083E0,-7.648048401E-1,1.273174286E1,-5.125424194E1,5.281741682E1
9.440330083E0,-7.743453979E-1,1.297838593E1,-5.108198547E1,5.271060000E1
9.450366083E0,-7.292919159E-1,1.286289215E1,-5.124423218E1,5.283897418E1
9.460401083E0,-7.050304413E-1,1.277371979E1,-5.101678467E1,5.259636207E1
9.470437083E0,-7.881698608E-1,1.279557037E1,-5.093386841E1,5.252244077E1
9.480472083E0,-7.704830170E-1,1.299059296E1,-5.092070007E1,5.255727205E1
9.490507083E0,-8.423080444E-1,1.286744690E1,-5.129769897E1,5.289361580E1
9.500543083E0,-7.625961304E-1,1.282128143E1,-5.120143127E1,5.278781464E1
9.510578083E0,-6.295928955E-1,1.270904541E1,-5.079779053E1,5.236727743E1
9.520614083E0,-6.714801788E-1,1.264687347E1,-5.097370911E1,5.252345490E1
9.530649083E0,-7.725315094E-1,1.279830933E1,-5.129890442E1,5.287694319E1
9.540685083E0,-6.624393463E-1,1.272579193E1,-5.109649658E1,5.266152836E1
9.550720083E0,-6.993751526E-1,1.273491669E1,-5.086984253E1,5.244433342E1
9.560756083E0,-5.031604767E-1,1.274028015E1,-5.118498230E1,5.274912627E1
9.570791083E0,-6.785507202E-1,1.259478760E1,-5.098776245E1,5.252467064E1
9.580827083E0,-8.745231628E-1,1.276142883E1,-5.106736755E1,5.264498918E1
9.590862083E0,-7.483825684E-1,1.260293579E1,-5.136274719E1,5.289164269E1
9.600897083E0,-6.893844604E-1,1.263835144E1,-5.121609497E1,5.275691009E1
9.610933083E0,-8.598022461E-1,1.267700195E1,-5.114274597E1,5.269749618E1
9.620968083E0,-7.122650146E-1,1.265849304E1,-5.142524719E1,5.296509054E1
9.631004125E0,-6.191329956E-1,1.270095825E1,-5.134848022E1,5.289956604E1
9.641039125E0,-5.884666443E-1,1.270436096E1,-5.135841370E1,5.290967528E1
9.651075125E0,-5.828723907E-1,1.251528931E1,-5.134162903E1,5.284822682E1
9.661110125E0,-8.246078491E-1,1.278363037E1,-5.107809448E1,5.265997455E1
9.671146125E0,-7.431068420E-1,1.271481323E1,-5.120686340E1,5.276704978E1
9.681181125E0,-6.118850708E-1,1.240753174E1,-5.114988708E1,5.263679508E1
