"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.251542375E0,-5.842561722E0,2.306214142E1,-3.913536072E1,4.579928332E1
3.261578375E0,-5.541307449E0,2.304884338E1,-3.919796753E1,4.580868835E1
3.271615375E0,-5.736173630E0,2.291559601E1,-3.887028503E1,4.548546237E1
3.281651375E0,-5.994443893E0,2.295595551E1,-3.882968140E1,4.550443284E1
3.291688375E0,-5.888708115E0,2.280877686E1,-3.915380859E1,4.569395925E1
3.301724375E0,-5.810071945E0,2.304975128E1,-3.917439270E1,4.582227639E1
3.311760375E0,-5.916215897E0,2.315506744E1,-3.890939331E1,4.566289135E1
3.321797375E0,-5.897684097E0,2.300563049E1,-3.886138916E1,4.554392692E1
3.331833375E0,-5.884859085E0,2.313948059E1,-3.911521912E1,4.582649337E1
3.341869375E0,-5.855707169E0,2.314221191E1,-3.889463806E1,4.563599619E1
3.351906375E0,-6.164716721E0,2.309906769E1,-3.910095215E1,4.583072244E1
3.361942375E0,-6.198957443E0,2.326991272E1,-3.882865906E1,4.569005007E1
3.371979375E0,-6.215349197E0,2.334477997E1,-3.910995483E1,4.596953213E1
3.382015375E0,-6.235700607E0,2.341986084E1,-3.891180420E1,4.584214600E1
3.392051375E0,-6.290353775E0,2.350131226E1,-3.902224731E1,4.598495421E1
3.402088375E0,-6.126733780E0,2.347091675E1,-3.909637451E1,4.601029558E1
3.412124375E0,-6.488740921E0,2.354639435E1,-3.923300171E1,4.621433618E1
3.422161375E0,-6.337266922E0,2.320820618E1,-3.871585083E1,4.558178245E1
3.432197375E0,-6.365098953E0,2.304218292E1,-3.866064453E1,4.545439598E1
3.442233375E0,-6.260713577E0,2.331093597E1,-3.906141663E1,4.591721398E1
3.452270375E0,-6.496164322E0,2.340132904E1,-3.861337280E1,4.561595018E1
3.462306375E0,-6.388574600E0,2.351708221E1,-3.855810547E1,4.561353460E1
3.472342375E0,-6.651670456E0,2.352901459E1,-3.878817749E1,4.585173890E1
3.482379375E0,-6.595273972E0,2.334954834E1,-3.880427551E1,4.576538915E1
3.492415375E0,-6.572217941E0,2.322544861E1,-3.883406067E1,4.572417063E1
3.502452375E0,-6.545404434E0,2.344597626E1,-3.868716431E1,4.570834501E1
3.512488375E0,-6.319215775E0,2.352080536E1,-3.867372131E1,4.570358293E1
3.522524375E0,-6.514661789E0,2.363886261E1,-3.880001831E1,4.589856277E1
3.532561375E0,-6.444829941E0,2.379834747E1,-3.872660828E1,4.590912071E1
3.542597375E0,-6.325792313E0,2.367238617E1,-3.869869995E1,4.580378689E1
3.552634375E0,-6.258150101E0,2.358966827E1,-3.851385498E1,4.559554712E1
3.562670375E0,-6.067934036E0,2.342581940E1,-3.839015198E1,4.538053114E1
3.572706375E0,-5.876199722E0,2.340927124E1,-3.845260620E1,4.539963245E1
3.582743375E0,-6.008882523E0,2.337375641E1,-3.830601501E1,4.527460595E1
3.592779375E0,-5.983629227E0,2.311685944E1,-3.895130920E1,4.568804546E1
3.602815375E0,-6.154874802E0,2.328385162E1,-3.926535034E1,4.606286973E1
3.612852375E0,-5.887899399E0,2.336347198E1,-3.901261902E1,4.585306560E1
3.622888375E0,-6.069925308E0,2.340494537E1,-3.882992554E1,4.574274345E1
3.632925375E0,-5.937360764E0,2.327530670E1,-3.888758850E1,4.570816879E1
3.642961375E0,-5.989656448E0,2.318294525E1,-3.894651794E1,4.571822607E1
3.652997375E0,-6.134725571E0,2.325896454E1,-3.932783508E1,4.610089914E1
3.663034375E0,-6.055696487E0,2.326543427E1,-3.904652405E1,4.585393038E1
3.673070375E0,-5.772924423E0,2.324308777E1,-3.905113220E1,4.581002851E1
3.683107375E0,-5.898603439E0,2.335626984E1,-3.888006592E1,4.573804094E1
3.693143375E0,-5.851278305E0,2.342934418E1,-3.897090149E1,4.584651338E1
3.703179375E0,-5.683904648E0,2.318488312E1,-3.884146118E1,4.559062057E1
3.713216375E0,-5.908098221E0,2.342217255E1,-3.905299377E1,4.591993156E1
3.723252375E0,-5.926050186E0,2.327671814E1,-3.887002563E1,4.569247828E1
3.733288375E0,-5.881120682E0,2.346201324E1,-3.902543640E1,4.591337858E1
3.743325375E0,-6.082635880E0,2.356414032E1,-3.856420898E1,4.560115550E1
3.753361375E0,-6.275533676E0,2.351776123E1,-3.881227112E1,4.581331472E1
3.763398375E0,-6.196931839E0,2.342418671E1,-3.850605774E1,4.549517524E1
3.773434375E0,-6.639154434E0,2.351309967E1,-3.870237732E1,4.576918437E1
3.783470375E0,-6.484716415E0,2.339868927E1,-3.850808716E1,4.552387267E1
3.793507375E0,-6.695615768E0,2.346716309E1,-3.845942688E1,4.554850744E1
3.803543375E0,-6.946344376E0,2.358776093E1,-3.859129333E1,4.575939343E1
3.813580375E0,-6.908815384E0,2.356665802E1,-3.867807007E1,4.581606928E1
3.823616375E0,-6.757764816E0,2.350528717E1,-3.860722351E1,4.570211830E1
3.833652375E0,-6.922723770E0,2.325637817E1,-3.846890259E1,4.548230091E1
3.843689375E0,-6.987455368E0,2.321273041E1,-3.863191223E1,4.560789436E1
3.853725375E0,-7.047555923E0,2.273833466E1,-3.902398682E1,4.571183057E1
3.863761375E0,-7.343629837E0,2.244869995E1,-3.885461426E1,4.547036483E1
3.873798375E0,-7.341321945E0,2.233222198E1,-3.925086975E1,4.575209201E1
3.883834375E0,-7.343065262E0,2.206302643E1,-3.920632935E1,4.558326451E1
3.893871375E0,-7.369771957E0,2.191286469E1,-3.913203430E1,4.545110874E1
3.903907375E0,-7.402818680E0,2.179198456E1,-3.927699280E1,4.552333993E1
3.913943375E0,-7.210538864E0,2.176789093E1,-3.947714233E1,4.565389045E1
3.923980375E0,-6.896078110E0,2.159885406E1,-3.984329224E1,4.584271290E1
3.934016375E0,-6.995416641E0,2.136648560E1,-3.990608215E1,4.580347098E1
3.944052375E0,-7.035249710E0,2.148857880E1,-3.964724731E1,4.564162548E1
3.954089375E0,-7.012845993E0,2.147930145E1,-3.954725647E1,4.554696361E1
3.964125375E0,-6.603670120E0,2.165135956E1,-3.974716187E1,4.574086473E1
3.974162375E0,-6.234266281E0,2.175363922E1,-3.985243225E1,4.582906558E1
3.984198375E0,-6.165864944E0,2.186607361E1,-3.979910278E1,4.582697511E1
3.994234375E0,-6.017705917E0,2.202023315E1,-3.964770508E1,4.574979749E1
4.004271375E0,-5.976511002E0,2.199764252E1,-3.962873840E1,4.571708507E1
4.014307375E0,-6.111497879E0,2.187259674E1,-3.961236572E1,4.566070973E1
4.024344375E0,-6.080240250E0,2.213780212E1,-3.998510742E1,4.610705391E1
4.034380375E0,-5.933320999E0,2.199170685E1,-3.983685303E1,4.588915261E1
4.044416375E0,-5.934427261E0,2.184050751E1,-3.942320251E1,4.545782762E1
4.054453375E0,-6.162473679E0,2.189427185E1,-3.959805298E1,4.566553428E1
4.064489375E0,-6.087282181E0,2.159284210E1,-3.952140808E1,4.544499457E1
4.074525375E0,-6.153253555E0,2.165247345E1,-3.956903076E1,4.552362388E1
4.084562375E0,-5.885713577E0,2.169932556E1,-4.005274963E1,4.593174401E1
4.094598375E0,-5.676568985E0,2.157734680E1,-4.030332947E1,4.606694798E1
4.104635375E0,-5.518701553E0,2.143846893E1,-3.977467346E1,4.552020064E1
4.114671375E0,-5.468160629E0,2.150514221E1,-3.983734131E1,4.560028163E1
4.124707375E0,-5.607919693E0,2.173838043E1,-3.952825928E1,4.545865406E1
4.134744375E0,-5.928632736E0,2.195984650E1,-3.984164429E1,4.587744722E1
4.144780375E0,-6.315896988E0,2.192731476E1,-3.964089966E1,4.573946450E1
4.154817375E0,-6.575349808E0,2.165015411E1,-3.959556580E1,4.560453079E1
4.164853375E0,-7.026021957E0,2.210192108E1,-3.959927368E1,4.589076570E1
4.174889375E0,-6.904531479E0,2.230296326E1,-3.936839294E1,4.577078859E1
4.184926375E0,-7.034269333E0,2.222541809E1,-3.918846130E1,4.559808827E1
4.194962375E0,-7.008569717E0,2.226559448E1,-3.911529541E1,4.555088454E1
4.204998375E0,-6.824033737E0,2.227744293E1,-3.924298096E1,4.563839890E1
4.215036000E0,-6.932916641E0,2.254595184E1,-3.931970215E1,4.585220011E1
4.225072000E0,-7.093698502E0,2.209764099E1,-3.950271606E1,4.581583648E1
4.235109000E0,-7.268617630E0,2.183931732E1,-3.937733459E1,4.561099717E1
4.245145000E0,-7.262990952E0,2.168782806E1,-3.935861206E1,4.552156925E1
4.255181000E0,-7.209833145E0,2.134748077E1,-3.931686401E1,4.531569734E1
4.265218000E0,-7.173635483E0,2.135987091E1,-3.953396606E1,4.550428116E1
4.275254000E0,-7.573896408E0,2.141812134E1,-3.967726135E1,4.572072721E1
4.285291000E0,-7.607461929E0,2.129261780E1,-3.956369019E1,4.556900954E1
4.295327000E0,-7.507863998E0,2.088424683E1,-4.018933105E1,4.590971703E1
4.305363000E0,-7.500978470E0,2.042616272E1,-4.040518188E1,4.589195490E1
4.315400000E0,-7.732980728E0,2.019142151E1,-4.054170227E1,4.594694894E1
4.325436000E0,-7.555311203E0,2.028967285E1,-4.080609131E1,4.619405416E1
4.335472000E0,-6.900907516E0,1.996665192E1,-4.061137390E1,4.577743334E1
4.345509000E0,-6.554201126E0,1.967551422E1,-4.071684265E1,4.569403339E1
4.355545000E0,-5.958322525E0,1.952906799E1,-4.117573547E1,4.596006196E1
4.365582000E0,-5.432268143E0,1.968048096E1,-4.129165649E1,4.606334512E1
4.375618000E0,-4.504751205E0,1.932464600E1,-4.129618835E1,4.581604412E1
4.385654000E0,-3.398942947E0,1.907219696E1,-4.133489990E1,4.564948477E1
4.395691000E0,-2.766607285E0,1.902428436E1,-4.145845032E1,4.569880320E1
4.405727000E0,-2.021921158E0,1.885757446E1,-4.161338806E1,4.573150277E1
4.415763000E0,-1.351242065E0,1.867206573E1,-4.160270691E1,4.562079697E1
4.425800000E0,-7.964763641E-1,1.838838959E1,-4.157649231E1,4.546836218E1
4.435836000E0,-1.063976288E-1,1.826432037E1,-4.192298889E1,4.572891554E1
4.445873000E0,1.289978027E-1,1.828527069E1,-4.169526672E1,4.552870558E1
4.455909000E0,-7.088088989E-2,1.805472565E1,-4.176139832E1,4.549717059E1
4.465945000E0,-1.617431641E-2,1.831752014E1,-4.168000793E1,4.552751769E1
4.475982000E0,-4.122028351E-1,1.794960022E1,-4.154109192E1,4.525505913E1
4.486018000E0,-7.452659607E-1,1.839733887E1,-4.119989014E1,4.512702567E1
4.496055000E0,-1.172113419E0,1.870322418E1,-4.107115173E1,4.514447861E1
4.506091000E0,-1.661739349E0,1.925804901E1,-4.090951538E1,4.524624049E1
4.516127000E0,-2.323017120E0,1.952356720E1,-4.099568176E1,4.546660322E1
4.526164000E0,-2.880207062E0,2.010033417E1,-4.078164673E1,4.555723583E1
4.536200000E0,-3.610731125E0,2.069968414E1,-4.063032532E1,4.574207733E1
4.546236000E0,-4.064016342E0,2.097808838E1,-4.076834106E1,4.602883937E1
4.556273000E0,-4.457201004E0,2.113253021E1,-4.068708801E1,4.606397296E1
4.566309000E0,-4.632646561E0,2.136211395E1,-4.013822937E1,4.570425345E1
4.576346000E0,-4.866090775E0,2.151312256E1,-3.981518555E1,4.551639575E1
4.586382000E0,-4.755037308E0,2.150043488E1,-4.041447449E1,4.602400273E1
4.596418000E0,-4.656854630E0,2.122766876E1,-4.050178528E1,4.596406016E1
4.606455000E0,-4.548501968E0,2.122006226E1,-4.023880005E1,4.571805925E1
4.616491000E0,-4.155897141E0,2.087206268E1,-4.038880920E1,4.565271504E1
4.626528000E0,-3.894556046E0,2.071901703E1,-4.069143677E1,4.582835650E1
4.636564000E0,-3.683691025E0,2.039266205E1,-4.053578186E1,4.552559561E1
4.646600000E0,-3.418457031E0,1.988912964E1,-4.085923767E1,4.557126978E1
4.656637000E0,-3.320690155E0,1.994200134E1,-4.071232605E1,4.545551554E1
4.666673000E0,-3.369997025E0,1.985012817E1,-4.027754211E1,4.502959990E1
4.676709000E0,-3.304321289E0,1.977516174E1,-4.108496094E1,4.571596632E1
4.686746000E0,-3.424556732E0,1.971856689E1,-4.106462097E1,4.568208144E1
4.696782000E0,-3.671331406E0,1.997940826E1,-4.084858704E1,4.562085589E1
4.706819000E0,-3.914018631E0,1.999608612E1,-4.070658875E1,4.552130676E1
4.716855000E0,-4.192949295E0,2.046446228E1,-4.064755249E1,4.570118777E1
4.726891000E0,-4.325365067E0,2.070276642E1,-4.056239319E1,4.574517528E1
4.736928000E0,-4.542913437E0,2.093179321E1,-4.045074463E1,4.577161534E1
4.746964000E0,-4.573774338E0,2.109430695E1,-4.012422180E1,4.556141320E1
4.757000000E0,-4.493974686E0,2.109674835E1,-4.009295654E1,4.552706628E1
4.767037000E0,-4.571176529E0,2.147705078E1,-4.005409241E1,4.567810946E1
4.777073000E0,-4.440839767E0,2.139244843E1,-4.029885864E1,4.584054881E1
4.787110000E0,-4.431535721E0,2.102978516E1,-4.008612061E1,4.548392505E1
4.797146000E0,-4.434148788E0,2.117417908E1,-3.998910522E1,4.546576813E1
4.807182000E0,-4.342306137E0,2.108209991E1,-4.014973450E1,4.555558955E1
4.817219000E0,-4.164258957E0,2.085824585E1,-4.013832092E1,4.542567863E1
4.827255000E0,-3.750158310E0,2.074127197E1,-4.011189270E1,4.531255882E1
4.837292000E0,-3.567895889E0,2.069891357E1,-4.021777344E1,4.537228454E1
4.847328000E0,-3.581432343E0,2.042119598E1,-4.039553833E1,4.540541179E1
4.857364000E0,-3.641904831E0,2.060404968E1,-4.042108154E1,4.551542779E1
4.867401000E0,-3.404752731E0,2.037370300E1,-4.050624084E1,4.546906270E1
4.877437000E0,-3.138530731E0,2.004523468E1,-4.043910217E1,4.524359395E1
4.887473000E0,-3.155307770E0,2.016199493E1,-4.054124451E1,4.538782340E1
4.897510000E0,-3.404916763E0,2.028720093E1,-4.037591553E1,4.531422000E1
4.907546000E0,-3.651411057E0,2.033084106E1,-4.046585083E1,4.543303847E1
4.917583000E0,-3.865449905E0,2.034162903E1,-3.989437866E1,4.494758084E1
4.927619000E0,-4.233617783E0,2.038691711E1,-4.010258484E1,4.518591838E1
4.937655000E0,-4.490877151E0,2.054150391E1,-4.025390625E1,4.541473691E1
4.947692000E0,-4.455144882E0,2.077330017E1,-4.025186157E1,4.551473032E1
4.957728000E0,-4.754793167E0,2.094682312E1,-4.050813293E1,4.585069564E1
4.967764000E0,-4.939714432E0,2.097587585E1,-4.031692505E1,4.571479620E1
4.977801000E0,-5.094259262E0,2.094733429E1,-4.005404663E1,4.548701950E1
4.987837000E0,-5.077070236E0,2.109073639E1,-4.000379944E1,4.550713980E1
4.997874000E0,-4.968606949E0,2.088616943E1,-4.046932983E1,4.581141545E1
5.007910000E0,-5.237249374E0,2.060490417E1,-4.027539062E1,4.554226550E1
5.017946000E0,-5.139947891E0,2.051559448E1,-4.013711548E1,4.536845512E1
5.027983000E0,-5.194242477E0,2.042092896E1,-4.028047180E1,4.545889245E1
5.038019000E0,-5.235960007E0,2.026274872E1,-4.048347473E1,4.557308404E1
5.048056000E0,-4.789449692E0,2.009400940E1,-4.082073975E1,4.574976323E1
5.058092000E0,-5.048620224E0,2.002793121E1,-4.080239868E1,4.573228983E1
5.068128000E0,-5.088094711E0,2.002928162E1,-4.051577759E1,4.548174429E1
5.078165000E0,-4.842672348E0,1.993135071E1,-4.073635864E1,4.560878350E1
5.088201000E0,-4.482316971E0,2.007874298E1,-4.113549805E1,4.599321999E1
5.098237000E0,-4.400266647E0,2.003489685E1,-4.064402771E1,4.552687587E1
5.108274000E0,-4.329515457E0,1.985260010E1,-4.092747498E1,4.569385782E1
5.118310000E0,-4.359922409E0,1.954055786E1,-4.125428772E1,4.585584565E1
5.128347000E0,-4.579111099E0,1.973692322E1,-4.118174744E1,4.589608609E1
5.138383000E0,-4.532434464E0,1.963192749E1,-4.098695374E1,4.567150004E1
5.148419000E0,-4.423219681E0,1.959895325E1,-4.079377747E1,4.547324621E1
5.158456000E0,-4.377672195E0,1.973075104E1,-4.113999939E1,4.583629675E1
5.168492000E0,-4.439779282E0,1.956049347E1,-4.111032104E1,4.574257362E1
5.178529000E0,-4.732198715E0,1.962581635E1,-4.108932495E1,4.578098947E1
5.188565000E0,-4.778223038E0,1.999584961E1,-4.111401367E1,4.596767927E1
5.198601000E0,-4.949747086E0,1.996358490E1,-4.080830383E1,4.569860370E1
5.208638000E0,-4.513128281E0,1.991668701E1,-4.067796326E1,4.551636456E1
5.218673750E0,-4.222536087E0,2.002507782E1,-4.092781067E1,4.575936231E1
5.228709750E0,-3.986341476E0,1.968584442E1,-4.127209473E1,4.589999120E1
5.238746750E0,-3.870344162E0,1.959883118E1,-4.074981689E1,4.538327142E1
5.248782750E0,-3.842931747E0,1.972605896E1,-4.076141357E1,4.544643400E1
5.258819750E0,-3.643064499E0,1.977274323E1,-4.100114441E1,4.566538225E1
5.268855750E0,-3.592466354E0,1.982672119E1,-4.093005371E1,4.562098184E1
5.278891750E0,-3.687040329E0,1.958745575E1,-4.123368835E1,4.579825045E1
5.288928750E0,-3.715311050E0,1.980446625E1,-4.116188049E1,4.582925731E1
5.298964750E0,-3.803785324E0,1.988570404E1,-4.131922913E1,4.601291888E1
5.309000750E0,-3.919229507E0,1.959584045E1,-4.126278687E1,4.584729984E1
5.319037750E0,-4.366403580E0,1.984183502E1,-4.115586853E1,4.589737914E1
5.329073750E0,-4.363195419E0,1.992196655E1,-4.088418579E1,4.568849826E1
5.339110750E0,-4.570810318E0,1.994821167E1,-4.072093201E1,4.557431030E1
5.349146750E0,-4.736570358E0,2.008574677E1,-4.061145020E1,4.555394833E1
5.359182750E0,-4.692205429E0,2.002814484E1,-4.061654663E1,4.552853213E1
5.369219750E0,-4.544679642E0,2.016037750E1,-4.058874512E1,4.554713124E1
5.379255750E0,-4.548692703E0,2.023854828E1,-4.067361450E1,4.565777435E1
5.389291750E0,-4.537401199E0,2.013385010E1,-4.084317017E1,4.576160485E1
5.399328750E0,-4.708906174E0,2.000899506E1,-4.083123779E1,4.571349538E1
5.409364750E0,-4.640699387E0,1.988257599E1,-4.053080750E1,4.538280814E1
5.419401750E0,-4.469739914E0,1.969637299E1,-4.064877319E1,4.538995975E1
5.429437750E0,-4.701768875E0,1.976908112E1,-4.078709412E1,4.556874197E1
5.439473750E0,-4.788415909E0,1.958504486E1,-4.090286255E1,4.560205120E1
5.449510750E0,-4.828771591E0,1.983459473E1,-4.064222717E1,4.548097198E1
5.459546750E0,-5.035688400E0,1.960727692E1,-4.083863831E1,4.558067402E1
5.469583750E0,-5.171972275E0,1.945197296E1,-4.136430359E1,4.600145825E1
5.479619750E0,-5.238748550E0,1.969858551E1,-4.147323608E1,4.621155774E1
5.489655750E0,-5.164365768E0,1.979589844E1,-4.140075684E1,4.617976760E1
5.499692750E0,-5.486799240E0,1.945526123E1,-4.105949402E1,4.576564437E1
5.509728750E0,-5.401094437E0,1.909427643E1,-4.111044312E1,4.564900598E1
5.519764750E0,-5.390226364E0,1.915897369E1,-4.143786621E1,4.596974624E1
5.529801750E0,-5.416696548E0,1.884784698E1,-4.173695374E1,4.611458820E1
5.539837750E0,-5.697618484E0,1.867733002E1,-4.138212585E1,4.575790482E1
5.549874750E0,-5.697526932E0,1.833835602E1,-4.161997986E1,4.583644661E1
5.559910750E0,-5.728666306E0,1.832386017E1,-4.131617737E1,4.555884087E1
5.569946750E0,-6.151800156E0,1.847795105E1,-4.151123047E1,4.585260707E1
5.579983750E0,-5.903181076E0,1.815859985E1,-4.143812561E1,4.562565670E1
5.590019750E0,-5.952856064E0,1.805058289E1,-4.141477966E1,4.556801523E1
5.600055750E0,-6.006837845E0,1.798704529E1,-4.150120544E1,4.562856509E1
5.610092750E0,-5.797922134E0,1.797770691E1,-4.142312622E1,4.552679686E1
5.620128750E0,-5.939657211E0,1.800988007E1,-4.141148376E1,4.554718757E1
5.630165750E0,-5.810327530E0,1.823744202E1,-4.172479248E1,4.590558250E1
5.640201750E0,-5.651227951E0,1.825215149E1,-4.152824402E1,4.571293540E1
5.650237750E0,-5.525331497E0,1.833956146E1,-4.150494385E1,4.571136802E1
5.660274750E0,-5.365591049E0,1.809683228E1,-4.154891968E1,4.563548654E1
5.670310750E0,-5.348104477E0,1.797343445E1,-4.154908752E1,4.558479178E1
5.680347750E0,-5.448915482E0,1.781025696E1,-4.140428162E1,4.540055582E1
5.690383750E0,-5.408510208E0,1.784937286E1,-4.177626038E1,4.575049754E1
5.700419750E0,-5.339559555E0,1.821146393E1,-4.200376892E1,4.609213510E1
5.710456750E0,-5.532350540E0,1.821769714E1,-4.185156250E1,4.597874156E1
5.720492750E0,-5.542901993E0,1.809156799E1,-4.146138000E1,4.557493419E1
5.730528750E0,-5.307649612E0,1.853470612E1,-4.169471741E1,4.593643363E1
5.740565750E0,-5.618432999E0,1.852046204E1,-4.181881714E1,4.608023188E1
5.750601750E0,-5.885187149E0,1.888559723E1,-4.123252869E1,4.573207444E1
5.760638750E0,-5.850343704E0,1.912630463E1,-4.136679077E1,4.594837787E1
5.770674750E0,-5.699579239E0,1.945346069E1,-4.146318054E1,4.615319791E1
5.780710750E0,-5.374872208E0,1.970677948E1,-4.146838379E1,4.622632651E1
5.790747750E0,-5.164686203E0,1.987138367E1,-4.144902039E1,4.625545550E1
5.800783750E0,-5.136945724E0,1.999113464E1,-4.145242310E1,4.630698712E1
5.810819750E0,-4.879575729E0,1.996203613E1,-4.125350952E1,4.608844968E1
5.820856750E0,-4.943574905E0,1.999334717E1,-4.120684814E1,4.606709452E1
5.830892750E0,-4.794500351E0,2.016098785E1,-4.139851379E1,4.629567592E1
5.840929750E0,-4.955919266E0,2.001701355E1,-4.153004456E1,4.636794764E1
5.850965750E0,-4.984708786E0,1.983085632E1,-4.139459229E1,4.616949702E1
5.861001750E0,-4.861768723E0,2.004587555E1,-4.140753174E1,4.626075666E1
5.871038750E0,-4.786291122E0,1.983497620E1,-4.113719177E1,4.591953190E1
5.881074750E0,-4.775487900E0,1.978134918E1,-4.122518921E1,4.597415889E1
5.891111750E0,-5.177637100E0,1.983626556E1,-4.082518005E1,4.568348371E1
5.901147750E0,-5.480348587E0,2.011936188E1,-4.079835510E1,4.581843212E1
5.911183750E0,-5.891855240E0,2.016464996E1,-4.050331116E1,4.562724275E1
5.921220750E0,-6.235216141E0,2.027780151E1,-4.083378601E1,4.601592371E1
5.931256750E0,-6.644613266E0,2.031187439E1,-4.068344116E1,4.595503793E1
5.941292750E0,-6.720655441E0,2.059175873E1,-4.018534851E1,4.565139617E1
5.951329750E0,-6.628553391E0,2.036455536E1,-4.031692505E1,4.565202384E1
5.961365750E0,-6.946424484E0,2.034679413E1,-4.046995544E1,4.582643493E1
5.971402750E0,-6.871187210E0,2.016790009E1,-4.028625488E1,4.557345433E1
5.981438750E0,-6.600313187E0,2.009378052E1,-3.986448669E1,4.512761293E1
5.991474750E0,-6.728887558E0,2.016136932E1,-4.021328735E1,4.548480208E1
6.001511750E0,-6.472604752E0,1.990639496E1,-4.066455078E1,4.573581597E1
6.011547750E0,-6.373117447E0,1.969713593E1,-4.060717773E1,4.558000300E1
6.021583750E0,-6.364156723E0,1.977257538E1,-4.067773438E1,4.567423017E1
6.031620750E0,-6.501604080E0,1.970835876E1,-4.045497131E1,4.546751549E1
6.041656750E0,-6.878995895E0,1.945851135E1,-4.047975159E1,4.543747943E1
6.051693750E0,-6.735719681E0,1.945133209E1,-4.066915894E1,4.558184648E1
6.061729750E0,-6.662500381E0,1.927096558E1,-4.033139038E1,4.519269936E1
6.071765750E0,-6.580377579E0,1.966742706E1,-4.063317871E1,4.561977936E1
6.081802750E0,-6.463861465E0,1.934372711E1,-4.063848877E1,4.546919895E1
6.091838750E0,-6.723291397E0,1.935683441E1,-4.107025146E1,4.589831414E1
6.101874750E0,-6.689966202E0,1.940776825E1,-4.127520752E1,4.609837168E1
6.111911750E0,-6.655405045E0,1.942022705E1,-4.102304077E1,4.587297144E1
6.121947750E0,-6.827833176E0,1.917083740E1,-4.112687683E1,4.588638480E1
6.131984750E0,-7.134069443E0,1.919184875E1,-4.069288635E1,4.555362779E1
6.142020750E0,-6.993188858E0,1.946760559E1,-4.084678650E1,4.578594026E1
6.152056750E0,-6.795827866E0,1.940791321E1,-4.093606567E1,4.581060843E1
6.162093750E0,-6.776704788E0,1.959471130E1,-4.092506409E1,4.587741611E1
6.172129750E0,-6.812677383E0,1.947549438E1,-4.101776123E1,4.591474917E1
6.182166750E0,-6.883993149E0,1.934898376E1,-4.102209473E1,4.587575384E1
6.192202750E0,-6.861368179E0,1.942169189E1,-4.095066833E1,4.583925966E1
6.202238750E0,-6.954187393E0,1.936010742E1,-4.133827209E1,4.617388029E1
6.212275750E0,-6.924680710E0,1.934613037E1,-4.110993958E1,4.595923297E1
6.222312083E0,-6.870687485E0,1.895071411E1,-4.104324341E1,4.572618223E1
6.232348083E0,-6.891233444E0,1.894971466E1,-4.123171997E1,4.589809926E1
6.242385083E0,-6.646364212E0,1.892851257E1,-4.105625916E1,4.569550483E1
6.252421083E0,-6.490293503E0,1.906799316E1,-4.103526306E1,4.571219845E1
6.262458083E0,-6.355894089E0,1.892542267E1,-4.081991577E1,4.544045044E1
6.272494083E0,-6.411455154E0,1.904651642E1,-4.090075684E1,4.557135564E1
6.282530083E0,-6.376169205E0,1.904238129E1,-4.119293213E1,4.582712599E1
6.292567083E0,-6.336774826E0,1.911189270E1,-4.105384827E1,4.572567785E1
6.302603083E0,-6.154058456E0,1.931520844E1,-4.130513000E1,4.601155808E1
6.312639083E0,-6.049749374E0,1.941623688E1,-4.095138550E1,4.572314180E1
6.322676083E0,-5.876218796E0,1.958388519E1,-4.031338501E1,4.520207426E1
6.332712083E0,-6.003942490E0,1.965106201E1,-4.049592590E1,4.541069894E1
6.342749083E0,-5.870637894E0,1.988174438E1,-4.055110168E1,4.554272716E1
6.352785083E0,-5.771821976E0,1.986006165E1,-4.031604004E1,4.531135688E1
6.362821083E0,-5.824354172E0,2.006932831E1,-4.039469910E1,4.548002589E1
6.372858083E0,-5.826284409E0,2.021475983E1,-4.036766052E1,4.552065598E1
6.382894083E0,-5.919183731E0,2.031054688E1,-4.038067627E1,4.558677513E1
6.392930083E0,-6.221796036E0,2.035490417E1,-4.005326843E1,4.535743800E1
6.402967083E0,-5.909509659E0,2.036122131E1,-4.033660889E1,4.556910855E1
6.413003083E0,-5.933034897E0,2.024708557E1,-4.013334656E1,4.534127130E1
6.423040083E0,-5.977434158E0,2.022996521E1,-4.000079346E1,4.522217032E1
6.433076083E0,-6.014936447E0,2.026664734E1,-4.020002747E1,4.541980474E1
6.443112083E0,-6.070878983E0,2.016444397E1,-3.993704224E1,4.514895032E1
6.453149083E0,-6.075590134E0,1.988305664E1,-3.993035889E1,4.501868832E1
6.463185083E0,-5.976480484E0,1.991983032E1,-4.073182678E1,4.573401002E1
6.473222083E0,-5.842321396E0,1.998146820E1,-4.023826599E1,4.530463377E1
6.483258083E0,-6.087366104E0,1.981041718E1,-4.036193848E1,4.537173936E1
6.493294083E0,-6.144544601E0,2.021391296E1,-4.003500366E1,4.526763992E1
6.503331083E0,-6.308053970E0,2.018483734E1,-4.006726074E1,4.530567941E1
6.513367083E0,-6.236490250E0,2.008175659E1,-4.033854675E1,4.549031889E1
6.523403083E0,-6.399957657E0,2.002305603E1,-4.076242065E1,4.586346224E1
6.533440083E0,-6.276311874E0,2.018970490E1,-4.015744019E1,4.538321580E1
6.543476083E0,-6.174303055E0,2.044557953E1,-4.018264771E1,4.550592178E1
6.553513083E0,-6.411741257E0,2.020168304E1,-4.046530151E1,4.567996334E1
6.563549083E0,-6.471109390E0,2.022934723E1,-4.051565552E1,4.574516464E1
